token	tag
of	IN
Foxwood	NNP
or	CC
with	IN
Mr.	NNP
Frederick	NNP
of	IN
Pinchfield--but	NNP
never,	,
it	PRP
was	VBD
noticed,	VBN
with	IN
both	DT
simultaneously.	JJ
It	PRP
was	VBD
about	RB
this	DT
time	NN
that	WRB
the	DT
pigs	NNS
suddenly	RB
moved	VBD
into	IN
the	DT
farmhouse	NN
and	CC
took	VBD
up	RP
their	PRP$
residence	NN
there.	RB
Again	RB
the	DT
animals	NNS
seemed	VBD
to	TO
remember	VB
that	IN
a	DT
resolution	NN
against	IN
this	DT
had	VBD
been	VBN
passed	VBN
in	IN
the	DT
early	JJ
days,	NN
and	CC
again	RB
Squealer	NNP
was	VBD
able	JJ
to	TO
convince	VB
them	PRP
that	IN
this	DT
was	VBD
not	RB
the	DT
case.	NN
It	PRP
was	VBD
absolutely	RB
necessary,	JJ
he	PRP
said,	VBD
that	IN
the	DT
pigs,	NN
who	WP
were	VBD
the	DT
brains	NNS
of	IN
the	DT
farm,	NN
should	MD
have	VB
a	DT
quiet	JJ
place	NN
to	TO
work	VB
in.	.
It	PRP
was	VBD
also	RB
more	RBR
suited	JJ
to	IN
the	DT
dignity	NN
of	IN
the	DT
Leader	NNP
(for	IN
of	IN
late	RB
he	PRP
had	VBD
taken	VBN
to	IN
speaking	VBG
of	IN
Napoleon	NNP
under	IN
the	DT
title	NN
of	IN
"Leader")	NNP
to	TO
live	VB
in	IN
a	DT
house	NN
than	IN
in	IN
a	DT
mere	JJ
sty.	NN
Nevertheless,	RB
some	DT
of	IN
the	DT
animals	NNS
were	VBD
disturbed	VBN
when	WRB
they	PRP
heard	VBD
that	IN
the	DT
pigs	NNS
not	RB
only	RB
took	VBD
their	PRP$
meals	NNS
in	IN
the	DT
kitchen	NN
and	CC
used	VBD
the	DT
drawing-room	NN
as	IN
a	DT
recreation	NN
room,	NN
but	CC
also	RB
slept	VBD
in	IN
the	DT
beds.	NN
Boxer	NNP
passed	VBD
it	PRP
off	RP
as	IN
usual	JJ
with	IN
"Napoleon	NNP
is	VBZ
always	RB
right!	JJ
",	``
but	CC
Clover,	NNP
who	WP
thought	VBD
she	PRP
remembered	VBD
a	DT
definite	JJ
ruling	NN
against	IN
beds,	NN
went	VBD
to	IN
the	DT
end	NN
of	IN
the	DT
barn	NN
and	CC
tried	VBD
to	TO
puzzle	VB
out	RP
the	DT
Seven	NNP
Commandments	NNPS
which	WDT
were	VBD
inscribed	VBN
there.	RB
Finding	VBG
herself	PRP
unable	JJ
to	TO
read	VB
more	RBR
than	IN
individual	JJ
letters,	NN
she	PRP
fetched	VBD
Muriel.	NNP
"Muriel,"	``
she	PRP
said,	VBD
"read	VB
me	PRP
the	DT
Fourth	NNP
Commandment.	NNP
Does	VBZ
it	PRP
not	RB
say	VB
something	NN
about	IN
never	RB
sleeping	VBG
in	IN
a	DT
bed?"	NN
With	IN
some	DT
difficulty	NN
Muriel	NNP
spelt	VBD
it	PRP
out.	RP
"It	``
says,	UH
'No	UH
animal	NN
shall	MD
sleep	VB
in	IN
a	DT
bed	NN
with	IN
sheets,"'	NN
she	PRP
announced	VBD
finally.	RB
Curiously	RB
enough,	RB
Clover	NNP
had	VBD
not	RB
remembered	VBN
that	IN
the	DT
Fourth	NNP
Commandment	NNP
mentioned	VBD
sheets;	NN
but	CC
as	IN
it	PRP
was	VBD
there	RB
on	IN
the	DT
wall,	NN
it	PRP
must	MD
have	VB
done	VBN
so.	RB
And	CC
Squealer,	NNP
who	WP
happened	VBD
to	TO
be	VB
passing	VBG
at	IN
this	DT
moment,	NN
attended	VBN
by	IN
two	CD
or	CC
three	CD
dogs,	NNS
was	VBD
able	JJ
to	TO
put	VB
the	DT
whole	JJ
matter	NN
in	IN
its	PRP$
proper	JJ
perspective.	NN
"You	PRP
have	VBP
heard	VBN
then,	RB
comrades,"	NN
he	PRP
said,	VBD
"that	``
we	PRP
pigs	NNS
now	RB
sleep	VBP
in	IN
the	DT
beds	NNS
of	IN
the	DT
farmhouse?	NN
And	CC
why	WRB
not?	NN
You	PRP
did	VBD
not	RB
suppose,	VB
surely,	RB
that	IN
there	EX
was	VBD
ever	RB
a	DT
ruling	NN
against	IN
beds?	.
A	DT
bed	NN
merely	RB
means	VBZ
a	DT
place	NN
to	TO
sleep	VB
in.	.
A	DT
pile	NN
of	IN
straw	NN
in	IN
a	DT
stall	NN
is	VBZ
a	DT
bed,	NN
properly	RB
regarded.	VBN
The	DT
rule	NN
was	VBD
against	IN
sheets,	NN
which	WDT
are	VBP
a	DT
human	JJ
invention.	NN
We	PRP
have	VBP
removed	VBN
the	DT
sheets	NNS
from	IN
the	DT
farmhouse	NN
beds,	NN
and	CC
sleep	VB
between	IN
blankets.	NN
And	CC
very	RB
comfortable	JJ
beds	NNS
they	PRP
are	VBP
too!	VBN
But	CC
not	RB
more	RBR
comfortable	JJ
than	IN
we	PRP
need,	VBP
I	PRP
can	MD
tell	VB
you,	PRP
comrades,	NN
with	IN
all	PDT
the	DT
brainwork	NN
we	PRP
have	VBP
to	TO
do	VB
nowadays.	NN
You	PRP
would	MD
not	RB
rob	VB
us	PRP
of	IN
our	PRP$
repose,	NN
would	MD
you,	PRP
comrades?	JJ
You	PRP
would	MD
not	RB
have	VB
us	PRP
too	RB
tired	JJ
to	TO
carry	VB
out	RP
our	PRP$
duties?	NN
Surely	RB
none	NN
of	IN
you	PRP
wishes	VBZ
to	TO
see	VB
Jones	NNP
back?"	VB
The	DT
animals	NNS
reassured	VBD
him	PRP
on	IN
this	DT
point	NN
immediately,	RB
and	CC
no	DT
more	JJR
was	VBD
said	VBN
about	IN
the	DT
pigs	NNS
sleeping	VBG
in	IN
the	DT
farmhouse	NN
beds.	NN
And	CC
when,	WRB
some	DT
days	NNS
afterwards,	RB
it	PRP
was	VBD
announced	VBN
that	IN
from	IN
now	RB
on	RB
the	DT
pigs	NNS
would	MD
get	VB
up	RP
an	DT
hour	NN
later	RB
in	IN
the	DT
mornings	NNS
than	IN
the	DT
other	JJ
animals,	NN
no	DT
complaint	NN
was	VBD
made	VBN
about	IN
that	DT
either.	.
By	IN
the	DT
autumn	NN
the	DT
animals	NNS
were	VBD
tired	JJ
but	CC
happy.	JJ
They	PRP
had	VBD
had	VBN
a	DT
hard	JJ
year,	NN
and	CC
after	IN
the	DT
sale	NN
of	IN
part	NN
of	IN
the	DT
hay	NN
and	CC
corn,	NN
the	DT
stores	NNS
of	IN
food	NN
for	IN
the	DT
winter	NN
were	VBD
none	NN
too	RB
plentiful,	JJ
but	CC
the	DT
windmill	NN
compensated	VBD
for	IN
everything.	NN
It	PRP
was	VBD
almost	RB
half	RB
built	VBN
now.	RB
After	IN
the	DT
harvest	NN
there	EX
was	VBD
a	DT
stretch	NN
of	IN
clear	JJ
dry	JJ
weather,	NN
and	CC
the	DT
animals	NNS
toiled	VBD
harder	RBR
than	IN
ever,	RB
thinking	VBG
it	PRP
well	RB
worth	JJ
while	IN
to	TO
plod	VB
to	IN
and	CC
fro	IN
all	DT
day	NN
with	IN
blocks	NNS
of	IN
stone	NN
if	IN
by	IN
doing	VBG
so	RB
they	PRP
could	MD
raise	VB
the	DT
walls	NNS
another	DT
foot.	NN
Boxer	NNP
would	MD
even	RB
come	VB
out	RP
at	IN
nights	NNS
and	CC
work	VB
for	IN
an	DT
hour	NN
or	CC
two	CD
on	IN
his	PRP$
own	JJ
by	IN
the	DT
light	NN
of	IN
the	DT
harvest	NN
moon.	NN
In	IN
their	PRP$
spare	JJ
moments	NNS
the	DT
animals	NNS
would	MD
walk	VB
round	RB
and	CC
round	IN
the	DT
half-finished	JJ
mill,	NN
admiring	VBG
the	DT
strength	NN
and	CC
perpendicularity	NN
of	IN
its	PRP$
walls	NNS
and	CC
marvelling	VBG
that	IN
they	PRP
should	MD
ever	RB
have	VB
been	VBN
able	JJ
to	TO
build	VB
anything	NN
so	RB
imposing.	JJ
Only	RB
old	JJ
Benjamin	NNP
refused	VBD
to	TO
grow	VB
enthusiastic	JJ
about	IN
the	DT
windmill,	NN
though,	,
as	IN
usual,	JJ
he	PRP
would	MD
utter	VB
nothing	NN
beyond	IN
the	DT
cryptic	JJ
remark	NN
that	WDT
donkeys	NNS
live	VBP
a	DT
long	JJ
time.	NN
November	NNP
came,	VBD
with	IN
raging	VBG
south-west	NN
winds.	NN
Building	NN
had	VBD
to	TO
stop	VB
because	IN
it	PRP
was	VBD
now	RB
too	RB
wet	JJ
to	TO
mix	VB
the	DT
cement.	NN
Finally	RB
there	EX
came	VBD
a	DT
night	NN
when	WRB
the	DT
gale	NN
was	VBD
so	RB
violent	JJ
that	IN
the	DT
farm	NN
buildings	NNS
rocked	VBD
on	IN
their	PRP$
foundations	NNS
and	CC
several	JJ
tiles	NNS
were	VBD
blown	VBN
off	IN
the	DT
roof	NN
of	IN
the	DT
barn.	NN
The	DT
hens	NNS
woke	VBD
up	RP
squawking	VBG
with	IN
terror	NN
because	IN
they	PRP
had	VBD
all	RB
dreamed	VBN
simultaneously	RB
of	IN
hearing	VBG
a	DT
gun	NN
go	VB
off	RP
in	IN
the	DT
distance.	NN
In	IN
the	DT
morning	NN
the	DT
animals	NNS
came	VBD
out	IN
of	IN
their	PRP$
stalls	NNS
to	TO
find	VB
that	IN
the	DT
flagstaff	NN
had	VBD
been	VBN
blown	VBN
down	RP
and	CC
an	DT
elm	NN
tree	NN
at	IN
the	DT
foot	NN
of	IN
the	DT
orchard	NN
had	VBD
been	VBN
plucked	VBN
up	RP
like	IN
a	DT
radish.	NN
They	PRP
had	VBD
just	RB
noticed	VBN
this	DT
when	WRB
a	DT
cry	NN
of	IN
despair	NN
broke	VBD
from	IN
every	DT
animal's	NNS
throat.	NN
A	DT
terrible	JJ
sight	NN
had	VBD
met	VBN
their	PRP$
eyes.	NNS
The	DT
windmill	NN
was	VBD
in	IN
ruins.	NN
With	IN
one	CD
accord	NN
they	PRP
dashed	VBD
down	RP
to	IN
the	DT
spot.	NN
Napoleon,	NNP
who	WP
seldom	RB
moved	VBD
out	IN
of	IN
a	DT
walk,	NN
raced	VBD
ahead	RB
of	IN
them	PRP
all.	.
Yes,	UH
there	RB
it	PRP
lay,	VBD
the	DT
fruit	NN
of	IN
all	PDT
their	PRP$
struggles,	NN
levelled	VBN
to	IN
its	PRP$
foundations,	NN
the	DT
stones	NNS
they	PRP
had	VBD
broken	VBN
and	CC
carried	VBN
so	RB
laboriously	RB
scattered	VBN
all	RB
around.	RB
Unable	JJ
at	IN
first	RB
to	TO
speak,	VB
they	PRP
stood	VBD
gazing	VBG
mournfully	RB
at	IN
the	DT
litter	NN
of	IN
fallen	VBN
stone.	NN
Napoleon	NNP
paced	VBD
to	IN
and	CC
fro	NN
in	IN
silence,	NN
occasionally	RB
snuffing	VBG
at	IN
the	DT
ground.	NN
His	PRP$
tail	NN
had	VBD
grown	VBN
rigid	JJ
and	CC
twitched	VBN
sharply	RB
from	IN
side	NN
to	IN
side,	NN
a	DT
sign	NN
in	IN
him	PRP
of	IN
intense	JJ
mental	JJ
activity.	NN
Suddenly	RB
he	PRP
halted	VBD
as	IN
though	IN
his	PRP$
mind	NN
were	VBD
made	VBN
up.	.
"Comrades,"	``
he	PRP
said	VBD
quietly,	RB
"do	''
you	PRP
know	VB
who	WP
is	VBZ
responsible	JJ
for	IN
this?	NN
Do	VBP
you	PRP
know	VB
the	DT
enemy	NN
who	WP
has	VBZ
come	VBN
in	IN
the	DT
night	NN
and	CC
overthrown	VBN
our	PRP$
windmill?	NN
SNOWBALL!"	JJ
he	PRP
suddenly	RB
roared	VBD
in	IN
a	DT
voice	NN
of	IN
thunder.	NN
"Snowball	NNP
has	VBZ
done	VBN
this	DT
thing!	NN
In	IN
sheer	JJ
malignity,	NN
thinking	NN
to	TO
set	VB
back	RP
our	PRP$
plans	NNS
and	CC
avenge	VB
himself	PRP
for	IN
his	PRP$
ignominious	JJ
expulsion,	NN
this	DT
traitor	NN
has	VBZ
crept	VBN
here	RB
under	IN
cover	NN
of	IN
night	NN
and	CC
destroyed	VBN
our	PRP$
work	NN
of	IN
nearly	RB
a	DT
year.	NN
Comrades,	NNP
here	RB
and	CC
now	RB
I	PRP
pronounce	VBP
the	DT
death	NN
sentence	NN
upon	IN
Snowball.	NNP
'Animal	NNP
Hero,	NNP
Second	NNP
Class,'	NNP
and	CC
half	PDT
a	DT
bushel	NN
of	IN
apples	NNS
to	IN
any	DT
animal	NN
who	WP
brings	VBZ
him	PRP
to	IN
justice.	NN
A	DT
full	JJ
bushel	NN
to	IN
anyone	NN
who	WP
captures	VBZ
him	PRP
alive!"	''
The	DT
animals	NNS
were	VBD
shocked	VBN
beyond	IN
measure	NN
to	TO
learn	VB
that	IN
even	RB
Snowball	NNP
could	MD
be	VB
guilty	JJ
of	IN
such	PDT
an	DT
action.	NN
There	EX
was	VBD
a	DT
cry	NN
of	IN
indignation,	NN
and	CC
everyone	NN
began	VBD
thinking	VBG
out	RP
ways	NNS
of	IN
catching	VBG
Snowball	NNP
if	IN
he	PRP
should	MD
ever	RB
come	VB
back.	RB
Almost	RB
immediately	RB
the	DT
footprints	NNS
of	IN
a	DT
pig	NN
were	VBD
discovered	VBN
in	IN
the	DT
grass	NN
at	IN
a	DT
little	JJ
distance	NN
from	IN
the	DT
knoll.	NN
They	PRP
could	MD
only	RB
be	VB
traced	VBN
for	IN
a	DT
few	JJ
yards,	NNS
but	CC
appeared	VBD
to	TO
lead	VB
to	IN
a	DT
hole	NN
in	IN
the	DT
hedge.	NN
Napoleon	NNP
snuffed	VBD
deeply	RB
at	IN
them	PRP
and	CC
pronounced	VBD
them	PRP
to	TO
be	VB
Snowball's.	NNP
He	PRP
gave	VBD
it	PRP
as	IN
his	PRP$
opinion	NN
that	IN
Snowball	NNP
had	VBD
probably	RB
come	VBN
from	IN
the	DT
direction	NN
of	IN
Foxwood	NNP
Farm.	NNP
"No	``
more	JJR
delays,	NN
comrades!"	''
cried	VBD
Napoleon	NNP
when	WRB
the	DT
footprints	NNS
had	VBD
been	VBN
examined.	VBN
"There	``
is	VBZ
work	NN
to	TO
be	VB
done.	VBN
This	DT
very	JJ
morning	NN
we	PRP
begin	VBP
rebuilding	VBG
the	DT
windmill,	NN
and	CC
we	PRP
will	MD
build	VB
all	RB
through	IN
the	DT
winter,	NN
rain	NN
or	CC
shine.	NN
We	PRP
will	MD
teach	VB
this	DT
miserable	JJ
traitor	NN
that	IN
he	PRP
cannot	MD
undo	VB
our	PRP$
work	NN
so	RB
easily.	RB
Remember,	VB
comrades,	NN
there	EX
must	MD
be	VB
no	DT
alteration	NN
in	IN
our	PRP$
plans:	NN
they	PRP
shall	MD
be	VB
carried	VBN
out	RP
to	IN
the	DT
day.	NN
Forward,	JJ
comrades!	JJ
Long	RB
live	VB
the	DT
windmill!	NN
Long	RB
live	VB
Animal	NNP
Farm!"	NNP
<h2>Chapter	NNP
VII</h2>	NNP
It	PRP
was	VBD
a	DT
bitter	JJ
winter.	NN
The	DT
stormy	JJ
weather	NN
was	VBD
followed	VBN
by	IN
sleet	NN
and	CC
snow,	NN
and	CC
then	RB
by	IN
a	DT
hard	JJ
frost	NN
which	WDT
did	VBD
not	RB
break	VB
till	IN
well	RB
into	IN
February.	NNP
The	DT
animals	NNS
carried	VBD
on	RP
as	RB
best	RB
they	PRP
could	MD
with	IN
the	DT
rebuilding	NN
of	IN
the	DT
windmill,	NN
well	RB
knowing	VBG
that	IN
the	DT
outside	JJ
world	NN
was	VBD
watching	VBG
them	PRP
and	CC
that	IN
the	DT
envious	JJ
human	JJ
beings	NNS
would	MD
rejoice	VB
and	CC
triumph	VB
if	IN
the	DT
mill	NN
were	VBD
not	RB
finished	VBN
on	IN
time.	NN
Out	IN
of	IN
spite,	NN
the	DT
human	JJ
beings	NNS
pretended	VBD
not	RB
to	TO
believe	VB
that	IN
it	PRP
was	VBD
Snowball	NNP
who	WP
had	VBD
destroyed	VBN
the	DT
windmill:	NN
they	PRP
said	VBD
that	IN
it	PRP
had	VBD
fallen	VBN
down	RP
because	IN
the	DT
walls	NNS
were	VBD
too	RB
thin.	JJ
The	DT
animals	NNS
knew	VBD
that	IN
this	DT
was	VBD
not	RB
the	DT
case.	NN
Still,	RB
it	PRP
had	VBD
been	VBN
decided	VBN
to	TO
build	VB
the	DT
walls	NNS
three	CD
feet	NNS
thick	JJ
this	DT
time	NN
instead	RB
of	IN
eighteen	CD
inches	NNS
as	IN
before,	RB
which	WDT
meant	VBD
collecting	VBG
much	RB
larger	JJR
quantities	NNS
of	IN
stone.	NN
For	IN
a	DT
long	JJ
time	NN
the	DT
quarry	NN
was	VBD
full	JJ
of	IN
snowdrifts	NNS
and	CC
nothing	NN
could	MD
be	VB
done.	VBN
Some	DT
progress	NN
was	VBD
made	VBN
in	IN
the	DT
dry	JJ
frosty	JJ
weather	NN
that	WDT
followed,	VBD
but	CC
it	PRP
was	VBD
cruel	JJ
work,	NN
and	CC
the	DT
animals	NNS
could	MD
not	RB
feel	VB
so	RB
hopeful	JJ
about	IN
it	PRP
as	IN
they	PRP
had	VBD
felt	VBN
before.	.
They	PRP
were	VBD
always	RB
cold,	JJ
and	CC
usually	RB
hungry	JJ
as	IN
well.	RB
Only	RB
Boxer	NNP
and	CC
Clover	NNP
never	RB
lost	VBD
heart.	NN
Squealer	NNP
made	VBD
excellent	JJ
speeches	NNS
on	IN
the	DT
joy	NN
of	IN
service	NN
and	CC
the	DT
dignity	NN
of	IN
labour,	NN
but	CC
the	DT
other	JJ
animals	NNS
found	VBD
more	JJR
inspiration	NN
in	IN
Boxer's	NNP
strength	NN
and	CC
his	PRP$
never-failing	JJ
cry	NN
of	IN
"I	``
will	MD
work	VB
harder!"	''
In	IN
January	NNP
food	NN
fell	VBD
short.	JJ
The	DT
corn	NN
ration	NN
was	VBD
drastically	RB
reduced,	VBN
and	CC
it	PRP
was	VBD
announced	VBN
that	IN
an	DT
extra	JJ
potato	NN
ration	NN
would	MD
be	VB
issued	VBN
to	TO
make	VB
up	RP
for	IN
it.	PRP
Then	RB
it	PRP
was	VBD
discovered	VBN
that	IN
the	DT
greater	JJR
part	NN
of	IN
the	DT
potato	NN
crop	NN
had	VBD
been	VBN
frosted	VBN
in	IN
the	DT
clamps,	NN
which	WDT
had	VBD
not	RB
been	VBN
covered	VBN
thickly	RB
enough.	RB
The	DT
potatoes	NNS
had	VBD
become	VBN
soft	JJ
and	CC
discoloured,	JJ
and	CC
only	RB
a	DT
few	JJ
were	VBD
edible.	JJ
For	IN
days	NNS
at	IN
a	DT
time	NN
the	DT
animals	NNS
had	VBD
nothing	NN
to	TO
eat	VB
but	CC
chaff	NN
and	CC
mangels.	NN
Starvation	NNP
seemed	VBD
to	TO
stare	VB
them	PRP
in	IN
the	DT
face.	NN
It	PRP
was	VBD
vitally	RB
necessary	JJ
to	TO
conceal	VB
this	DT
fact	NN
from	IN
the	DT
outside	JJ
world.	NN
Emboldened	VBN
by	IN
the	DT
collapse	NN
of	IN
the	DT
windmill,	NN
the	DT
human	JJ
beings	NNS
were	VBD
inventing	VBG
fresh	JJ
lies	NNS
about	IN
Animal	NNP
Farm.	NNP
Once	RB
again	RB
it	PRP
was	VBD
being	VBG
put	VBN
about	RP
that	IN
all	PDT
the	DT
animals	NNS
were	VBD
dying	VBG
of	IN
famine	NN
and	CC
disease,	NN
and	CC
that	IN
they	PRP
were	VBD
continually	RB
fighting	VBG
among	IN
themselves	PRP
and	CC
had	VBD
resorted	VBN
to	IN
cannibalism	NN
and	CC
infanticide.	NN
Napoleon	NNP
was	VBD
well	RB
aware	JJ
of	IN
the	DT
bad	JJ
results	NNS
that	WDT
might	MD
follow	VB
if	IN
the	DT
real	JJ
facts	NNS
of	IN
the	DT
food	NN
situation	NN
were	VBD
known,	VBN
and	CC
he	PRP
decided	VBD
to	TO
make	VB
use	NN
of	IN
Mr.	NNP
Whymper	NNP
to	TO
spread	VB
a	DT
contrary	JJ
impression.	NN
Hitherto	RB
the	DT
animals	NNS
had	VBD
had	VBN
little	JJ
or	CC
no	DT
contact	NN
with	IN
Whymper	NNP
on	IN
his	PRP$
weekly	JJ
visits:	RB
now,	RB
however,	RB
a	DT
few	JJ
selected	VBN
animals,	NN
mostly	RB
sheep,	NNS
were	VBD
instructed	VBN
to	TO
remark	VB
casually	RB
in	IN
his	PRP$
hearing	NN
that	IN
rations	NNS
had	VBD
been	VBN
increased.	VBN
In	IN
addition,	NN
Napoleon	NNP
ordered	VBD
the	DT
almost	RB
empty	JJ
bins	NNS
in	IN
the	DT
store-shed	NN
to	TO
be	VB
filled	VBN
nearly	RB
to	IN
the	DT
brim	NN
with	IN
sand,	NN
which	WDT
was	VBD
then	RB
covered	VBN
up	RP
with	IN
what	WP
remained	VBD
of	IN
the	DT
grain	NN
and	CC
meal.	NN
On	IN
some	DT
suitable	JJ
pretext	NN
Whymper	NNP
was	VBD
led	VBN
through	IN
the	DT
store-shed	NN
and	CC
allowed	VBN
to	TO
catch	VB
a	DT
glimpse	NN
of	IN
the	DT
bins.	NN
He	PRP
was	VBD
deceived,	JJ
and	CC
continued	VBD
to	TO
report	VB
to	IN
the	DT
outside	JJ
world	NN
that	IN
there	EX
was	VBD
no	DT
food	NN
shortage	NN
on	IN
Animal	NNP
Farm.	NNP
Nevertheless,	RB
towards	IN
the	DT
end	NN
of	IN
January	NNP
it	PRP
became	VBD
obvious	JJ
that	IN
it	PRP
would	MD
be	VB
necessary	JJ
to	TO
procure	VB
some	DT
more	JJR
grain	NN
from	IN
somewhere.	RB
In	IN
these	DT
days	NNS
Napoleon	NNP
rarely	RB
appeared	VBD
in	IN
public,	NN
but	CC
spent	VBD
all	PDT
his	PRP$
time	NN
in	IN
the	DT
farmhouse,	NN
which	WDT
was	VBD
guarded	VBN
at	IN
each	DT
door	NN
by	IN
fierce-looking	JJ
dogs.	NN
When	WRB
he	PRP
did	VBD
emerge,	VB
it	PRP
was	VBD
in	IN
a	DT
ceremonial	JJ
manner,	NN
with	IN
an	DT
escort	NN
of	IN
six	CD
dogs	NNS
who	WP
closely	RB
surrounded	VBD
him	PRP
and	CC
growled	VBD
if	IN
anyone	NN
came	VBD
too	RB
near.	RB
Frequently	RB
he	PRP
did	VBD
not	RB
even	RB
appear	VB
on	IN
Sunday	NNP
mornings,	NN
but	CC
issued	VBD
his	PRP$
orders	NNS
through	IN
one	CD
of	IN
the	DT
other	JJ
pigs,	NN
usually	RB
Squealer.	NNP
One	CD
Sunday	NNP
morning	NN
Squealer	NNP
announced	VBD
that	IN
the	DT
hens,	NN
who	WP
had	VBD
just	RB
come	VBN
in	RP
to	TO
lay	VB
again,	RB
must	MD
surrender	VB
their	PRP$
eggs.	NNS
Napoleon	NNP
had	VBD
accepted,	VBN
through	IN
Whymper,	NNP
a	DT
contract	NN
for	IN
four	CD
hundred	CD
eggs	NNS
a	DT
week.	NN
The	DT
price	NN
of	IN
these	DT
would	MD
pay	VB
for	IN
enough	JJ
grain	NN
and	CC
meal	NN
to	TO
keep	VB
the	DT
farm	NN
going	VBG
till	IN
summer	NN
came	VBD
on	RB
and	CC
conditions	NNS
were	VBD
easier.	JJR
When	WRB
the	DT
hens	NNS
heard	VBD
this,	DT
they	PRP
raised	VBD
a	DT
terrible	JJ
outcry.	NN
They	PRP
had	VBD
been	VBN
warned	VBN
earlier	RBR
that	IN
this	DT
sacrifice	NN
might	MD
be	VB
necessary,	JJ
but	CC
had	VBD
not	RB
believed	VBN
that	IN
it	PRP
would	MD
really	RB
happen.	VB
They	PRP
were	VBD
just	RB
getting	VBG
their	PRP$
clutches	NNS
ready	JJ
for	IN
the	DT
spring	NN
sitting,	NN
and	CC
they	PRP
protested	VBD
that	IN
to	TO
take	VB
the	DT
eggs	NNS
away	RB
now	RB
was	VBD
murder.	NN
For	IN
the	DT
first	JJ
time	NN
since	IN
the	DT
expulsion	NN
of	IN
Jones,	NNP
there	EX
was	VBD
something	NN
resembling	VBG
a	DT
rebellion.	NN
Led	VBN
by	IN
three	CD
young	JJ
Black	NNP
Minorca	NNP
pullets,	NN
the	DT
hens	NNS
made	VBD
a	DT
determined	JJ
effort	NN
to	TO
thwart	VB
Napoleon's	NNP
wishes.	NN
Their	PRP$
method	NN
was	VBD
to	TO
fly	VB
up	IN
to	IN
the	DT
rafters	NNS
and	CC
there	RB
lay	VBD
their	PRP$
eggs,	NN
which	WDT
smashed	VBD
to	IN
pieces	NNS
on	IN
the	DT
floor.	NN
Napoleon	NNP
acted	VBD
swiftly	RB
and	CC
ruthlessly.	RB
He	PRP
ordered	VBD
the	DT
hens'	NN
rations	NNS
to	TO
be	VB
stopped,	VBN
and	CC
decreed	VBN
that	IN
any	DT
animal	NN
giving	VBG
so	RB
much	JJ
as	IN
a	DT
grain	NN
of	IN
corn	NN
to	IN
a	DT
hen	NN
should	MD
be	VB
punished	VBN
by	IN
death.	NN
The	DT
dogs	NNS
saw	VBD
to	IN
it	PRP
that	IN
these	DT
orders	NNS
were	VBD
carried	VBN
out.	RP
For	IN
five	CD
days	NNS
the	DT
hens	NNS
held	VBD
out,	RB
then	RB
they	PRP
capitulated	VBD
and	CC
went	VBD
back	RB
to	IN
their	PRP$
nesting	NN
boxes.	NN
Nine	CD
hens	NNS
had	VBD
died	VBN
in	IN
the	DT
meantime.	NN
Their	PRP$
bodies	NNS
were	VBD
buried	VBN
in	IN
the	DT
orchard,	NN
and	CC
it	PRP
was	VBD
given	VBN
out	RP
that	IN
they	PRP
had	VBD
died	VBN
of	IN
coccidiosis.	NN
Whymper	NNP
heard	VBD
nothing	NN
of	IN
this	DT
affair,	NN
and	CC
the	DT
eggs	NNS
were	VBD
duly	RB
delivered,	VBN
a	DT
grocer's	NNS
van	NN
driving	VBG
up	IN
to	IN
the	DT
farm	NN
once	RB
a	DT
week	NN
to	TO
take	VB
them	PRP
away.	RB
All	PDT
this	DT
while	IN
no	DT
more	JJR
had	VBD
been	VBN
seen	VBN
of	IN
Snowball.	NNP
He	PRP
was	VBD
rumoured	VBN
to	TO
be	VB
hiding	VBG
on	IN
one	CD
of	IN
the	DT
neighbouring	VBG
farms,	NN
either	CC
Foxwood	NNP
or	CC
Pinchfield.	NNP
Napoleon	NNP
was	VBD
by	IN
this	DT
time	NN
on	IN
slightly	RB
better	JJR
terms	NNS
with	IN
the	DT
other	JJ
farmers	NNS
than	IN
before.	JJ
It	PRP
happened	VBD
that	IN
there	EX
was	VBD
in	IN
the	DT
yard	NN
a	DT
pile	NN
of	IN
timber	NN
which	WDT
had	VBD
been	VBN
stacked	VBN
there	RB
ten	CD
years	NNS
earlier	RBR
when	WRB
a	DT
beech	NN
spinney	NN
was	VBD
cleared.	VBN
It	PRP
was	VBD
well	RB
seasoned,	JJ
and	CC
Whymper	NNP
had	VBD
advised	VBN
Napoleon	NNP
to	TO
sell	VB
it;	:
both	CC
Mr.	NNP
Pilkington	NNP
and	CC
Mr.	NNP
Frederick	NNP
were	VBD
anxious	JJ
to	TO
buy	VB
it.	PRP
Napoleon	NNP
was	VBD
hesitating	VBG
between	IN
the	DT
two,	CD
unable	JJ
to	TO
make	VB
up	RP
his	PRP$
mind.	NN
It	PRP
was	VBD
noticed	VBN
that	IN
whenever	WRB
he	PRP
seemed	VBD
on	IN
the	DT
point	NN
of	IN
coming	VBG
to	IN
an	DT
agreement	NN
with	IN
Frederick,	NNP
Snowball	NNP
was	VBD
declared	VBN
to	TO
be	VB
in	IN
hiding	NN
at	IN
Foxwood,	NNP
while,	IN
when	WRB
he	PRP
inclined	VBD
toward	IN
Pilkington,	NNP
Snowball	NNP
was	VBD
said	VBN
to	TO
be	VB
at	IN
Pinchfield.	NNP
Suddenly,	RB
early	RB
in	IN
the	DT
spring,	NN
an	DT
alarming	JJ
thing	NN
was	VBD
